fiscal_year,fund,department,tag_peoples_budget,class,total
2023,General Fund,Managing Director - Citizens Police Oversight Commission,Government Operations,Purchase of Services,118775
2023,General Fund,Managing Director - Citizens Police Oversight Commission,Government Operations,"Materials, Supplies & Equip.",191188
2023,General Fund,Managing Director - Clean & Green,Government Operations,Personal Services,0
2023,General Fund,Managing Director - Public Safety,Government Operations,Personal Services,0
2023,General Fund,Managing Director - Public Safety,Government Operations,Purchase of Services,0
2023,General Fund,Mayor's Office,Government Operations,Personal Services,5950965
2023,General Fund,Mayor's Office,Government Operations,Purchase of Services,801036
2023,General Fund,Mayor's Office,Government Operations,"Materials, Supplies & Equip.",4500
2023,General Fund,Mayor's Office - Scholarships,Government Operations,"Contrib., Indemnities & Taxes",76000
2023,General Fund,Mural Arts Program,Arts & Culture,Personal Services,527907
2023,General Fund,Mural Arts Program,Arts & Culture,Purchase of Services,2670610
2023,General Fund,Office of Behavioral Health and Intellectual disAbility,Mental Health & Substance Use Services,Personal Services,3114848
2023,General Fund,Office of Behavioral Health and Intellectual disAbility,Mental Health & Substance Use Services,Purchase of Services,24823599
2023,General Fund,Office of Behavioral Health and Intellectual disAbility,Mental Health & Substance Use Services,"Materials, Supplies & Equip.",47970
2023,General Fund,Office of the Chief Administrative Officer,Government Operations,Personal Services,6108879
2023,General Fund,Office of the Chief Administrative Officer,Government Operations,Purchase of Services,6812559
2023,General Fund,Office of the Chief Administrative Officer,Government Operations,"Materials, Supplies & Equip.",823981
2023,General Fund,Office of Arts and Culture and the Creative Economy,Arts & Culture,Personal Services,0
2023,General Fund,Office of Arts and Culture and the Creative Economy,Arts & Culture,Purchase of Services,0
2023,General Fund,Office of Arts and Culture and the Creative Economy,Arts & Culture,"Contrib., Indemnities & Taxes",0
2023,General Fund,Office of Community Empowerment and Opportunity,Immigration Services,Personal Services,144949
2023,General Fund,Office of Community Empowerment and Opportunity,Immigration Services,Purchase of Services,1514400
2023,General Fund,Office of Community Empowerment and Opportunity,Immigration Services,"Materials, Supplies & Equip.",0
2023,General Fund,Office of Community Empowerment and Opportunity,Immigration Services,"Contrib., Indemnities & Taxes",44853
2023,General Fund,Office of Children and Families,Government Operations,Personal Services,502591
2023,General Fund,Office of Homeless Services,Housing & Homeless Services,Personal Services,8252751
2023,General Fund,Office of Homeless Services,Housing & Homeless Services,Purchase of Services,69837677
2023,General Fund,Office of Homeless Services,Housing & Homeless Services,"Materials, Supplies & Equip.",236857
2023,General Fund,Office of Homeless Services,Housing & Homeless Services,"Contrib., Indemnities & Taxes",15000
2023,General Fund,Office of Human Resources,Government Operations,Personal Services,5488289
2023,General Fund,Office of Human Resources,Government Operations,Purchase of Services,2135770
2023,General Fund,Office of Human Resources,Government Operations,"Materials, Supplies & Equip.",34135
2023,General Fund,Office of Innovation and Technology,Government Operations,Personal Services,26813476
2023,General Fund,Office of Innovation and Technology,Government Operations,Purchase of Services,57635980
2023,General Fund,Office of Innovation and Technology,Government Operations,"Materials, Supplies & Equip.",4001747
2023,General Fund,Office of Innovation and Technology,Government Operations,"Contrib., Indemnities & Taxes",72500
2023,General Fund,Office of Innovation and Technology - 911,Government Operations,Personal Services,1411906
2023,General Fund,Office of Innovation and Technology - 911,Government Operations,Purchase of Services,15344223
2023,General Fund,Office of Innovation and Technology - 911,Government Operations,"Materials, Supplies & Equip.",1816225
2023,General Fund,Office of the Inspector General,Government Operations,Personal Services,1524854
2023,General Fund,Office of the Inspector General,Government Operations,Purchase of Services,96626
2023,General Fund,Office of the Inspector General,Government Operations,"Materials, Supplies & Equip.",3790
2023,General Fund,Office of Property Assessment,Government Operations,Personal Services,13454091
2023,General Fund,Office of Property Assessment,Government Operations,Purchase of Services,1826114
2023,General Fund,Office of Property Assessment,Government Operations,"Materials, Supplies & Equip.",86182
2023,General Fund,Office of Sustainability,Government Operations,Personal Services,1148398
2023,General Fund,Office of Sustainability,Government Operations,Purchase of Services,845657
2023,General Fund,Office of Sustainability,Government Operations,"Materials, Supplies & Equip.",105
2023,General Fund,Office of Sustainability,Government Operations,Payments to Other Funds,175000
2023,General Fund,Parks and Recreation,Parks & Recreation,Personal Services,56440606
2023,General Fund,Parks and Recreation,Parks & Recreation,Purchase of Services,8850395
2023,General Fund,Parks and Recreation,Parks & Recreation,"Materials, Supplies & Equip.",4535107
2023,General Fund,Parks and Recreation,Parks & Recreation,"Contrib., Indemnities & Taxes",5401016
2023,General Fund,Parks and Recreation,Parks & Recreation,Payments to Other Funds,0
2023,General Fund,Planning and Development,Housing & Homeless Services,Personal Services,5252008
2023,General Fund,Planning and Development,Housing & Homeless Services,Purchase of Services,21756463
2023,General Fund,Planning and Development,Housing & Homeless Services,"Materials, Supplies & Equip.",131021
2023,General Fund,Planning and Development,Housing & Homeless Services,"Contrib., Indemnities & Taxes",7619825
2023,General Fund,Police,Police,Personal Services,761129391
2023,General Fund,Police,Police,Purchase of Services,12858864
2023,General Fund,Police,Police,"Materials, Supplies & Equip.",16589787
2023,General Fund,Police,Police,"Contrib., Indemnities & Taxes",33632784
2023,General Fund,Police,Police,Payments to Other Funds,5000000
2023,General Fund,Prisons,Courts & the Justice System,Personal Services,118891418
2023,General Fund,Prisons,Courts & the Justice System,Purchase of Services,108413483
2023,General Fund,Prisons,Courts & the Justice System,"Materials, Supplies & Equip.",4449485
2023,General Fund,Prisons,Courts & the Justice System,"Contrib., Indemnities & Taxes",3415712
2023,General Fund,Procurement,Government Operations,Personal Services,2585104
2023,General Fund,Procurement,Government Operations,Purchase of Services,3761841
2023,General Fund,Procurement,Government Operations,"Materials, Supplies & Equip.",2036
2023,General Fund,Public Health,Public Health Centers,Personal Services,60916653
2023,General Fund,Public Health,Public Health Centers,Purchase of Services,64884815
2023,General Fund,Public Health,Public Health Centers,"Materials, Supplies & Equip.",5230937
2023,General Fund,Public Health,Public Health Centers,"Contrib., Indemnities & Taxes",118841
2023,General Fund,Public Health,Public Health Centers,Payments to Other Funds,923404
2023,General Fund,Public Property,Government Operations,Personal Services,10279133
2023,General Fund,Public Property,Government Operations,Purchase of Services,47317623
2023,General Fund,Public Property,Government Operations,"Materials, Supplies & Equip.",1330799
2023,General Fund,Public Property,Government Operations,"Contrib., Indemnities & Taxes",5245295
2023,General Fund,Public Property,Government Operations,Payments to Other Funds,27184004
2023,General Fund,Public Property - SEPTA Subsidy,Government Operations,Purchase of Services,100699000
2023,General Fund,Public Property - Space Rentals,Government Operations,Purchase of Services,32123081
2023,General Fund,Public Property - Utilities,Government Operations,Purchase of Services,35547994
2023,General Fund,Records,Government Operations,Personal Services,3229777
2023,General Fund,Records,Government Operations,Purchase of Services,747659
2023,General Fund,Records,Government Operations,"Materials, Supplies & Equip.",135639
2023,General Fund,Register of Wills,Government Operations,Personal Services,4089933
2023,General Fund,Register of Wills,Government Operations,Purchase of Services,406959
2023,General Fund,Register of Wills,Government Operations,"Materials, Supplies & Equip.",92140
2023,General Fund,Register of Wills,Government Operations,"Contrib., Indemnities & Taxes",145000
2023,General Fund,Revenue,Government Operations,Personal Services,20382438
2023,General Fund,Revenue,Government Operations,Purchase of Services,4339178
2023,General Fund,Revenue,Government Operations,"Materials, Supplies & Equip.",819267
2023,General Fund,Revenue,Government Operations,"Contrib., Indemnities & Taxes",1950
2023,General Fund,Sheriff,Courts & the Justice System,Personal Services,28108343
2023,General Fund,Sheriff,Courts & the Justice System,Purchase of Services,1120984
2023,General Fund,Sheriff,Courts & the Justice System,"Materials, Supplies & Equip.",893298
2023,General Fund,Sheriff,Courts & the Justice System,"Contrib., Indemnities & Taxes",1535241
2023,General Fund,Sinking Fund Commission (Debt Service),Government Operations,Purchase of Services,102388979
2023,General Fund,Sinking Fund Commission (Debt Service),Government Operations,Debt Service,190495836
2023,General Fund,Sanitation - Disposal,Government Operations,Purchase of Services,57659801
2023,General Fund,Sanitation,Trash & Sanitation,Personal Services,110599547
2023,General Fund,Sanitation,Trash & Sanitation,Purchase of Services,13048122
2023,General Fund,Sanitation,Trash & Sanitation,"Materials, Supplies & Equip.",23047815
2023,General Fund,Sanitation,Trash & Sanitation,"Contrib., Indemnities & Taxes",19151533
