fiscal_year,fund,department,tag_peoples_budget,class,total
2023,Water Fund,Water Department City of Philadelphia - 13 - City of Philadelphia,Government Operations,Payments to Other Funds,51071000
2023,Water Fund,Finance-Employee Benefits,Government Operations,Pers. Svcs.-Emp.Benefits,138762106
2023,Water Fund,Finance-Indemnities,Government Operations,"Contrib., Indemnities & Taxes",6000000
2023,Water Fund,Revenue,Government Operations,Personal Services,10637180
2023,Water Fund,Revenue,Government Operations,Purchase of Services,5165000
2023,Water Fund,Revenue,Government Operations,"Materials, Supplies & Equip.",1434500
2023,Water Fund,Sinking Fund Commission (Debt Service),Government Operations,Debt Service,200992399
2023,Water Fund,Procurement,Government Operations,Personal Services,113720
2023,Water Fund,Law,Government Operations,Personal Services,3396095
2023,Water Fund,Law,Government Operations,Purchase of Services,691614
2023,Water Fund,Law,Government Operations,"Materials, Supplies & Equip.",43010
2023,Water Fund,Office of Sustainability,Government Operations,Personal Services,85874
2023,Water Fund,Office of Sustainability,Government Operations,Purchase of Services,47000
2023,Water Fund,Water,Government Operations,Personal Services,47926
2023,Water Fund,Water,Government Operations,Purchase of Services,710200
2023,Water Residual Fund,Water,Government Operations,Purchase of Services,8000000
2023,Water Residual Fund,Water,Government Operations,"Materials, Supplies & Equip.",8000000
2023,Water Residual Fund,Water,Government Operations,Payments to Other Funds,16994000
2023,County Liquid Fuels Tax Fund,Streets,Streets,Personal Services,3734000
2023,County Liquid Fuels Tax Fund,Streets,Streets,Purchase of Services,6720330
2023,County Liquid Fuels Tax Fund,Streets,Streets,"Materials, Supplies & Equip.",400000
2023,County Liquid Fuels Tax Fund,Streets,Streets,Payments to Other Funds,18670
2023,Special Gasoline Tax Fund,Department of Streets City of Philadelphia - 15 - City of Philadelphia,Government Operations,Personal Services,11294283
2023,Special Gasoline Tax Fund,Department of Streets City of Philadelphia - 15 - City of Philadelphia,Government Operations,Purchase of Services,16689495
2023,Special Gasoline Tax Fund,Department of Streets City of Philadelphia - 15 - City of Philadelphia,Government Operations,"Materials, Supplies & Equip.",11886222
2023,Special Gasoline Tax Fund,Department of Streets City of Philadelphia - 15 - City of Philadelphia,Government Operations,Payments to Other Funds,30000
2023,Special Gasoline Tax Fund,Finance-Employee Benefits,Government Operations,Pers. Svcs.-Emp.Benefits,1000000
2023,Healthchoices Behavioral Health Revenue Fund,Office of Behavioral Health and Intellectual disAbility,Mental Health & Substance Use Services,Personal Services,933892
2023,Healthchoices Behavioral Health Revenue Fund,Office of Behavioral Health and Intellectual disAbility,Mental Health & Substance Use Services,Pers. Svcs.-Emp.Benefits,326862
2023,Healthchoices Behavioral Health Revenue Fund,Office of Behavioral Health and Intellectual disAbility,Mental Health & Substance Use Services,Purchase of Services,1337817246
2023,Healthchoices Behavioral Health Revenue Fund,Office of Behavioral Health and Intellectual disAbility,Mental Health & Substance Use Services,Payments to Other Funds,100000
2023,Hotel Room Rental Tax Fund,Commerce,Commercial Corridors & Small Businesses,"Contrib., Indemnities & Taxes",60000000
2023,Grants Revenue Fund,City Council - Veterans Advisory Committee,Government Operations,Personal Services,100000
2023,Grants Revenue Fund,Council - Veterans Advisory Commission City of Philadelphia - 16 - City of Philadelphia,Government Operations,Purchase of Services,75000
2023,Grants Revenue Fund,Council - Veterans Advisory Commission City of Philadelphia - 16 - City of Philadelphia,Government Operations,"Materials, Supplies & Equip.",30100
2023,Grants Revenue Fund,Council - Veterans Advisory Commission City of Philadelphia - 16 - City of Philadelphia,Government Operations,"Contrib., Indemnities & Taxes",100
2023,Grants Revenue Fund,Council - Veterans Advisory Commission City of Philadelphia - 16 - City of Philadelphia,Government Operations,Payments to Other Funds,100
2023,Grants Revenue Fund,Office of Innovation and Technology,Government Operations,Personal Services,386627
2023,Grants Revenue Fund,Office of Innovation and Technology,Government Operations,Purchase of Services,1133646
2023,Grants Revenue Fund,Office of Innovation and Technology,Government Operations,"Materials, Supplies & Equip.",1215627
2023,Grants Revenue Fund,Office of Innovation and Technology,Government Operations,Payments to Other Funds,47595000
2023,Grants Revenue Fund,Mayor,Government Operations,Personal Services,455000
2023,Grants Revenue Fund,Office of Community Empowerment and Opportunity,Immigration Services,Personal Services,3404070
2023,Grants Revenue Fund,Office of Community Empowerment and Opportunity,Immigration Services,Pers. Svcs.-Emp.Benefits,595062
2023,Grants Revenue Fund,Office of Community Empowerment and Opportunity,Immigration Services,Purchase of Services,32881765
2023,Grants Revenue Fund,Office of Community Empowerment and Opportunity,Immigration Services,"Materials, Supplies & Equip.",509357
2023,Grants Revenue Fund,Managing Director,Government Operations,Personal Services,25661478
2023,Grants Revenue Fund,Managing Director,Government Operations,Pers. Svcs.-Emp.Benefits,227000
2023,Grants Revenue Fund,Managing Director,Government Operations,Purchase of Services,47607760
2023,Grants Revenue Fund,Managing Director,Government Operations,"Materials, Supplies & Equip.",31270143
2023,Grants Revenue Fund,Police,Police,Personal Services,5404180
2023,Grants Revenue Fund,Police Department City of Philadelphia - 17 - City of Philadelphia,Government Operations,Pers. Svcs.-Emp.Benefits,366700
2023,Grants Revenue Fund,Police Department City of Philadelphia - 17 - City of Philadelphia,Government Operations,Purchase of Services,3116544
2023,Grants Revenue Fund,Police Department City of Philadelphia - 17 - City of Philadelphia,Government Operations,"Materials, Supplies & Equip.",8270455
2023,Grants Revenue Fund,Streets,Streets,Personal Services,1090000
2023,Grants Revenue Fund,Streets,Streets,Purchase of Services,54720500
2023,Grants Revenue Fund,Streets,Streets,"Materials, Supplies & Equip.",1437000
2023,Grants Revenue Fund,Fire,Emergency Services,Personal Services,19916660
2023,Grants Revenue Fund,Fire,Emergency Services,Pers. Svcs.-Emp.Benefits,3062564
2023,Grants Revenue Fund,Fire,Emergency Services,Purchase of Services,7543893
2023,Grants Revenue Fund,Fire,Emergency Services,"Materials, Supplies & Equip.",4252140
2023,Grants Revenue Fund,Public Health,Public Health Centers,Personal Services,30183672
2023,Grants Revenue Fund,Public Health,Public Health Centers,Pers. Svcs.-Emp.Benefits,8722215
2023,Grants Revenue Fund,Public Health,Public Health Centers,Purchase of Services,322324774
2023,Grants Revenue Fund,Public Health,Public Health Centers,"Materials, Supplies & Equip.",25664381
2023,Grants Revenue Fund,Public Health,Public Health Centers,Payments to Other Funds,3183453
2023,Grants Revenue Fund,Office of Behavioral Health and Intellectual disAbility,Mental Health & Substance Use Services,Personal Services,22601600
2023,Grants Revenue Fund,Office of Behavioral Health and Intellectual disAbility,Mental Health & Substance Use Services,Pers. Svcs.-Emp.Benefits,10733582
2023,Grants Revenue Fund,Office of Behavioral Health and Intellectual disAbility,Mental Health & Substance Use Services,Purchase of Services,274596336
2023,Grants Revenue Fund,Office of Behavioral Health and Intellectual disAbility,Mental Health & Substance Use Services,"Materials, Supplies & Equip.",253600
2023,Grants Revenue Fund,Office of Behavioral Health and Intellectual disAbility,Mental Health & Substance Use Services,Payments to Other Funds,111640
2023,Grants Revenue Fund,Parks and Recreation,Parks & Recreation,Personal Services,3685105
2023,Grants Revenue Fund,Parks and Recreation,Parks & Recreation,Pers. Svcs.-Emp.Benefits,149469
2023,Grants Revenue Fund,Parks and Recreation,Parks & Recreation,Purchase of Services,1721059
2023,Grants Revenue Fund,Parks and Recreation,Parks & Recreation,"Materials, Supplies & Equip.",7866257
2023,Grants Revenue Fund,Human Services,Youth Services,Personal Services,88459822
2023,Grants Revenue Fund,Human Services,Youth Services,Pers. Svcs.-Emp.Benefits,62472461
2023,Grants Revenue Fund,Human Services,Youth Services,Purchase of Services,506590016
2023,Grants Revenue Fund,Human Services,Youth Services,"Materials, Supplies & Equip.",3668242
2023,Grants Revenue Fund,Human Services,Youth Services,Payments to Other Funds,8000000
2023,Grants Revenue Fund,Office of Homeless Services,Housing & Homeless Services,Personal Services,3305650
2023,Grants Revenue Fund,Office of Homeless Services,Housing & Homeless Services,Purchase of Services,44509932
2023,Grants Revenue Fund,Office of Homeless Services,Housing & Homeless Services,"Materials, Supplies & Equip.",380667
2023,Grants Revenue Fund,Finance,Government Operations,Payments to Other Funds,335000000
2023,Grants Revenue Fund,Finance,Government Operations,Advances and Other Misc. Payments,1000000257
2023,Grants Revenue Fund,Revenue,Government Operations,Purchase of Services,19650000
2023,Grants Revenue Fund,Commerce,Commercial Corridors & Small Businesses,Purchase of Services,10000000
2023,Grants Revenue Fund,Office of Sustainability,Government Operations,Personal Services,320000
2023,Grants Revenue Fund,Office of Sustainability,Government Operations,Purchase of Services,232500
2023,Grants Revenue Fund,Office of Sustainability,Government Operations,"Materials, Supplies & Equip.",50000
2023,Grants Revenue Fund,Free Library,Libraries,Personal Services,1846461
2023,Grants Revenue Fund,Free Library,Libraries,Purchase of Services,2835578
2023,Grants Revenue Fund,Free Library,Libraries,"Materials, Supplies & Equip.",3741479
2023,Grants Revenue Fund,Auditing (City Controller),Government Operations,Purchase of Services,400000
2023,Grants Revenue Fund,Register of Wills,Government Operations,Purchase of Services,200000
2023,Grants Revenue Fund,District Attorney,Courts & the Justice System,Personal Services,11735780
2023,Grants Revenue Fund,District Attorney,Courts & the Justice System,Pers. Svcs.-Emp.Benefits,545000
2023,Grants Revenue Fund,District Attorney,Courts & the Justice System,Purchase of Services,7289780
2023,Grants Revenue Fund,District Attorney,Courts & the Justice System,"Materials, Supplies & Equip.",1110300
2023,Grants Revenue Fund,Planning and Development,Housing & Homeless Services,Personal Services,90000
2023,Grants Revenue Fund,Planning and Development,Housing & Homeless Services,Purchase of Services,112073872
2023,Grants Revenue Fund,City Commissioners,Government Operations,Personal Services,350000
2023,Grants Revenue Fund,City Commissioners,Government Operations,Purchase of Services,2215000
2023,Grants Revenue Fund,City Commissioners,Government Operations,"Materials, Supplies & Equip.",200000
2023,Grants Revenue Fund,First Judicial District,Courts & the Justice System,Personal Services,28273343
2023,Grants Revenue Fund,First Judicial District,Courts & the Justice System,Pers. Svcs.-Emp.Benefits,14646570
2023,Grants Revenue Fund,First Judicial District,Courts & the Justice System,Purchase of Services,4501920
2023,Grants Revenue Fund,First Judicial District,Courts & the Justice System,"Materials, Supplies & Equip.",3046043
2023,Grants Revenue Fund,First Judicial District,Courts & the Justice System,Payments to Other Funds,2021713
2023,Aviation Fund,Office of Innovation and Technology,Government Operations,Personal Services,1118907
2023,Aviation Fund,Office of Innovation and Technology,Government Operations,Purchase of Services,1590849
2023,Aviation Fund,Office of Innovation and Technology,Government Operations,"Materials, Supplies & Equip.",10200
2023,Aviation Fund,Fleet Services,Government Operations,Personal Services,1590831
2023,Aviation Fund,Fleet Services,Government Operations,Purchase of Services,470400
2023,Aviation Fund,Fleet Services,Government Operations,"Materials, Supplies & Equip.",1194400
2023,Aviation Fund,Fleet Services,Government Operations,"Materials, Supplies & Equip.",10000000
2023,Aviation Fund,Police,Police,Personal Services,15962091
2023,Aviation Fund,Police,Police,Purchase of Services,72660
2023,Aviation Fund,Police,Police,"Materials, Supplies & Equip.",109600
2023,Aviation Fund,Fire,Emergency Services,Personal Services,9745764
2023,Aviation Fund,Fire,Emergency Services,Purchase of Services,15000
2023,Aviation Fund,Fire,Emergency Services,"Materials, Supplies & Equip.",124720
2023,Aviation Fund,Fire,Emergency Services,Payments to Other Funds,19000
2023,Aviation Fund,Public Property-Utilities,Government Operations,Purchase of Services,14000000
2023,Aviation Fund,Finance,Government Operations,Purchase of Services,4800000
2023,Aviation Fund,Finance-Employee Benefits,Government Operations,Pers. Svcs.-Emp.Benefits,57068882
2023,Aviation Fund,Finance-Indemnities,Government Operations,"Contrib., Indemnities & Taxes",2512000
2023,Aviation Fund,Sinking Fund Commission (Debt Service),Government Operations,Debt Service,119361583
2023,Aviation Fund,Commerce,Commercial Corridors & Small Businesses,Personal Services,51601366
2023,Aviation Fund,Commerce,Commercial Corridors & Small Businesses,Purchase of Services,100000000
2023,Aviation Fund,Commerce,Commercial Corridors & Small Businesses,"Materials, Supplies & Equip.",7800000
2023,Aviation Fund,Commerce,Commercial Corridors & Small Businesses,"Contrib., Indemnities & Taxes",6300000
